,Whisky,Review
253,"Auchentoshan 18-year-old  Limited ""A"" Release","Notes from a blind tastinga lot of oak, some dried fruits, slightly sweet, the oak notes are very superficial. Somehow reminiscent of a Bowmore without smoke, you can guess a pair of citrus fruits. After a while in the air, the oak notes take back a little and a pair of fruit and malt emergeQuite soft in the beginning, sweetish malty, some fruit and vanilla, nuts and caramel, the oak is not as present here as in the nosequite short, sweet with the nuts and the malt, then there are citrus fruits and a slightly sour note"
254,"Auchentoshan 18-year-old  Limited ""A"" Release","One of these bottlings that are not baaaad, but meh... rather forgetable and not exiting at all. Buy for around 60 EUR if you must but be aware that this 18 is not on the forefront of what 18 yo whiskies are capable of... ;-)"
255,"Auchentoshan 18-year-old  Limited ""A"" Release",
256,"Auchentoshan 18-year-old  Limited ""A"" Release",
257,"Auchentoshan 18-year-old  Limited ""A"" Release","—- blind tasting —-  I estimated this whisky 14 years old and would have given it two more points. For 18 years he's really not very impressive.Herbs, ash, citrus, some fresh fruit behind. Very special.Oily, soft, honey, then the ashes, wood flavor, becoming slightly bitter.Not very long, creamy, fruity and sweet, coffee, a hint of ash and wood spice."
258,"Auchentoshan 18-year-old  Limited ""A"" Release",
259,"Auchentoshan 21-year-old  Limited ""A"" Release",
260,"Auchentoshan 21-year-old  Limited ""A"" Release",
261,"Auchentoshan 21-year-old  Limited ""A"" Release","sweet, some honey, some hints of sherry. traces of malty cereals and it shows that there is complexity. a lot of oak, bitter, the bitterness takes over and at the end there is not more sweetness around. finish is short to medium long and rather bitter as well."
262,"Auchentoshan 21-year-old  Limited ""A"" Release","Flowers with vanilla white oak, ripe peaches - then a clear adhesive note. Grassy. Leather. Sherry.Wood notes. Herbs.medium and dry"
263,"Auchentoshan 21-year-old  Limited ""A"" Release","- a great gentleman whisky (soft, round, harmonious) - BUT at the age of 21 many other distilleries offer it significantly more aroma and complexity - Still a very good quality single malt - 115 - 120 € are definitely OK for a 21 year old single maltsoft, mild, harmonious, distinct bourbon aromas present such as vanilla, honey, fudge, subtle fruit aromas in the backgroundsoft, fruity start, sweet, again classic bourbon aromas, honey, citrus fruits, apricot, hardly any oak, very harmoniousshort sharp finish; very spicy medium-long aftertaste"
264,"Auchentoshan 21-year-old  Limited ""A"" Release","A beautiful, aromatic and gentle 21-year-old - very mild, very soft, no rough edges - could also be an old / very old blend! It's quite nice - but in terms of quality, most Scottish single malts offer a lot more at the age of 21!soft, mild, distinctly vanilla, honey sweetness, indefinite fruits;very sweet (liquid honey), oily appearance, soft, fruity (citrus and yellow fruits), milk chocolate, only a little oak;medium length, gentle and aromatic, honey and again vanilla;"
265,"Auchentoshan 21-year-old  Limited ""A"" Release","Medium - intensity, the oak flavour kind of overpower the fruitiness and other flavour."
266,"Auchentoshan 21-year-old  Limited ""A"" Release",
267,"Auchentoshan 21-year-old  Limited ""A"" Release","I find the older Auchentoshan a bit disappointing and I am confirmed here. If you enjoy it alone and don't look at the age and price, it may still be nice, in comparison with other similar ages it drops significantly.Honey, caramel, herbs & grass, some sherry, leather, a few fruit gums.Here, too, honey sweetness, herbs and a bit grassy, oak comes through stronger, little fruit, the sherry barrels also contribute little. Some dryness and stored cardboard. Not so complex for the age.At most in the middle of the country, gently fading with a little oak."
268,"Auchentoshan 21-year-old  Limited ""A"" Release",
269,Auchentoshan American Oak,"Yes, it's not a taste explosion.  But if you like it more elegant and like to take some time to look for the flavors, it is neat.  There is not much, but what is there is stylish and clean.  The distillery character also comes through.  Good ""Eichwhisky"" or a beginner in a tasting.  I wonder if the bottlings vary so much.  Many seem to really hate this whisky (including Ralfy). I can not understand that, so this malt is not wrong."
270,Auchentoshan American Oak,"chemically sweet, dusty, varnished.It feels like you have entered a closed room where the parquet was recently varnished.Sweet tones of burnt apple jam. Sickly sweet and varnished.Varnished, sweet, short-lived."
271,Auchentoshan American Oak,"Faceless and uninteresting whisky, but you can’t call it direct failure either. Not worth the money.Mild, greased, caramel shades, dried bananas, nuts porridge, a little cinnamon and pepper.Light, bittersweet, a little sweet and spicy spices, nuts, coconut in the distance.Medium length, empty, light spices and cinnamon."
272,Auchentoshan American Oak,"Jo, is not the best whisky ever bottled, but pretty tasty. Typical Auchentoshan grassiness, not too little bourbon barrel, lots of citrus. Smaller deductions, because despite the intensive Fassreifung clearly youth is herauszuschmecken. It does not bother so much, I'll give it another try ..."
273,Auchentoshan American Oak,This Auchentoshan bottling matured exclusively in first-fill Bourbon casks made of American white oak.
274,Auchentoshan American Oak,
275,Auchentoshan American Oak,"- a decent NAS whisky from the Lowlands - good and drinkable but of course not a big one Flavor explosion - is in my opinion well behind the Glenlivet 12 first fill bourbon - OK for less than € 25malty, honey, a lot of fruit, peach / citrus note, toffee, more fruit than vanilla, dried fruit (dried apricot)velvety soft fruity start, becomes slightly burning, oak, sweetness, toffee, the bourbon barrel storage is clearly noticeableshort and soft, with a long finish of oak and sweetish bourbon notes, becoming a bit bitter"
276,Auchentoshan American Oak,"Too spirity, I did not enjoy the bitterness of it, either. Very one-dimensional. While cheap for a single malt, there are yet far superior options to it, such as Tomatin Legacy, Deanston Virgin Oak, even different expressions of the Glen Moray range. I bought this with the Auchentoshan 12, the 12 is decent and a lot better for only a few bucks more."
277,Auchentoshan American Oak,"it's hard to say that this is a good whisky, rather a walk-through to try.a sharp aroma of varnish, chymosis, alcoholism, lasts a long time, then there is a vanilla-honey theme and all the same varnish from the furniture workshopsharp alcoholic, heavy, a little sweetness from the same vanilla, but no morea little sweetness, short"
278,Auchentoshan American Oak,"All in all, thin and boring. The nose is the best thing about it. Found some black tee and some cinnamon in there. Taste is flat and bitter. Finish is very short and woody.No off notes but not much to be found here."
279,Auchentoshan Blood Oak  2015 Limited Release,"Very interesting whisky, a set of so strange and specific derivatives, each of which individually can spoil any release, but together they are even somehow attractive.Open, wet, leafy leaves, overripe fruits, blue cheese, dried fish with a choke, rotten notes, dry boards, sulfur-mineral shades, fermented jam.Thick, saturated, moist cardboard, berry notes, raisins, uncoated tablets, oak, mineral tones.Spicy, warming, mineral-metallic notes, sulfur tones, mineral water, oak, something industrial-mineral, raisins, berries"
280,Auchentoshan Blood Oak  2015 Limited Release,"Great, intense whisky, meets the expectations that the presentation awakens. It is fascinating that even in such a barrel-dominated Auchentoshan clearly the Brennereicharakter can be seen.strong, heavy-sweet. spicy, candy, forest berry jam, marzipan, gingerbread, but also (just at the beginning) the typical fresh-flowery Auchentoshan notesOrange marmalade and zest, honey, dark chocolate, spicy-spicy, neat pepperlong, chocolate, pepper"
281,Auchentoshan Blood Oak  2015 Limited Release,"- an unusually strong malt for Auchentoshan and - one of the better NAS bottlings from Auchentoshan - also better than the 12 y. - very aromatic and interesting, sometimes a change - unfortunately not that cheap at around 50 €, there are better ones for thatslight heat and spiciness paired with fruit, cherry, raspberryStrong start, the unusual 46% for a NAS at Auchentoshan can be tasted clearly, oak, cherry, spice, gingermedium-long, soft finish; in the finish spice, fruit and a slight sharpness"
282,Auchentoshan Blood Oak  2015 Limited Release,"An entertaining whisky, with interesting aging and characteristic features of Auchentoshan.Pleasant, sweet and sour, with hints of sea buckthorn, mountain ash, fortified wine, yellow apples, honey, Tula gingerbread and cinnamon. After the whisky breathed for 10 minutes, echoes of old leather and tobacco appeared in the aroma.Delicate, with apple sourness, vanilla and malt notes.Medium duration, feeling sea buckthorn and chokeberry again, followed by shades of green apple and citrus. At the end there are a lot of tannins and some kind of pleasant creamy sweetness (condensed milk, custard)."
